name,review_count,country_date,review_body
duma_gauper,5.0 out of 5 stars,"Reviewed in the United States on June 8, 2019",excellent quality and quick delivery
thou,5.0 out of 5 stars,"Reviewed in the United States on November 1, 2014","Great lens. Using it on a Canon 7D, the lens focuses quickly and accurately in all but the darkest scenes. Works wonderfully for capturing kids at play, and for capturing people in general. Good bokeh for shooting plants and wildlife."
Gerard,5.0 out of 5 stars,"Reviewed in the United States on October 16, 2016","I bought this lens mostly for my landscape photography mounted to my Canon 70D. Very impressed with this lens, heavy and I love it."
Long time user,5.0 out of 5 stars,"Reviewed in the United States on January 28, 2019","Tack sharp, fast, and excellent build quality."
Grant Porter,5.0 out of 5 stars,"Reviewed in the United States on February 28, 2018",I love this lens. Super sharp images. Easy to focus and extremely versatile.
calvin parker,5.0 out of 5 stars,"Reviewed in the United States on December 2, 2016","Great lens! If it was for full frame I would say even greater lens. Very sharp, great bokeh and nice build."
WannaBeSwimSuitPhotographer,5.0 out of 5 stars,"Reviewed in the United States on December 3, 2014",incredible lens. very sharp all around and the colors are beautiful. I wish the reach was further than 35mm but I knew that before I bought it. It has been on my camera ever since I purchased this.
John Giammarco,5.0 out of 5 stars,"Reviewed in the United States on June 13, 2019",great product and service
Aram K.,5.0 out of 5 stars,"Reviewed in the United States on January 12, 2014","This lens is sharp. I mean this lens is sharp. At wide open this lens is as sharp as it gets, quality of image i get from lens and bmcc is unbelievable. Its a must have lens !!!!!"
Carlos Eduardo Rivera,5.0 out of 5 stars,"Reviewed in the United States on January 3, 2014","(purchased on december 18)......This is a very good lens, excellent build quality, f1.8.. say no more, sharp images..... I cant say everything about this lens because Amazon doesnt allow to write in spanish.. too bad Amazon,....... very good job Sigma"
James Klein,5.0 out of 5 stars,"Reviewed in the United States on September 26, 2022","I have used Canon Pro Lenses (EF-L Series) for many years. They have been with me around the world and up and down the block. When I purchased this lens, I felt like it couldn't possibly compete with Canon or Nikon pro lenses. I was amazed at the clarity and sharpness of this lens right out of the box! When used in video applications, the crisp sharp undistorted lens looks tack sharp and renders color well, without too much vignetting or chromatic aberration. The best part of the lens is the range of 18-35 which gives you a workable focal length for interviews and close-up work without distortion, also at 1.4f it is plenty bright for low light and dark scenes. On a BMPCC 6k it performs brilliantly. I own two! Have put my Canon glass on my Canon Camera where it belongs, but this Sigma Lens is amazing on Blackmagic cameras."
Austin,5.0 out of 5 stars,"Reviewed in the United States on April 4, 2016","This Art lens from Sigma is all they claim it to be. Beautiful lens designed for Crop sensors, delivers really sharp images with amazing Bokeh."
Ejmr,2.0 out of 5 stars,"Reviewed in the United States on December 19, 2016","very good lens, but kinda do a weird noise when trying to focus.. i dont know if this is normal, but it makes any mic on top of camera get this sound hard..."
Kelvin Burnside,3.0 out of 5 stars,"Reviewed in the United States on May 11, 2019",No USB Calibration Dock as described
rrun,5.0 out of 5 stars,"Reviewed in the United States on August 12, 2017","Super sharp, great for video.  You will never hear anything bad about this lens."
Erick Bonilla López,5.0 out of 5 stars,"Reviewed in the United States on August 26, 2017",I looooooove it. Amazing lens. Best lens for crop frame camera's. I recommend it.
This guy,5.0 out of 5 stars,"Reviewed in the United States on February 14, 2015","if you had to get a single lens to do everything, this is it.  Attached photo of running faucet in a bathroom.  Amazing speed on this lens, even in low light conditions."
Timothy,5.0 out of 5 stars,"Reviewed in the United States on May 2, 2019",A must buy!
Pedro L.,5.0 out of 5 stars,"Reviewed in the United States on June 24, 2019",Great lense!
Kai Koura,5.0 out of 5 stars,"Reviewed in the United States on October 24, 2014","Beautiful, fast and sharp lens!!"
Dominique Goodloe,5.0 out of 5 stars,"Reviewed in the United States on June 6, 2019",Seriously amazing
Joe W. Jackson,3.0 out of 5 stars,"Reviewed in the United States on July 6, 2015",Mine misses focus consistently on my Canon 70D when using the view finder. I have to use Live View focusing to get accurate and consistent photos.. Sigma needs to update the AF system in these bad.. This is heart breaking..
Amazon Customer,2.0 out of 5 stars,"Reviewed in the United States on July 20, 2020","The came in on time, but focusing it is not accurate, seems like the focusing mechanism is not working right."
anthneff,5.0 out of 5 stars,"Reviewed in the United States on July 9, 2016","Best lens i have owned. Solid, heavy, built like a tank. Superb for lower light architecture, museum, or video shooting."
tim velo,1.0 out of 5 stars,"Reviewed in the United States on September 7, 2018","Would work great for a crop frame sensor, but on a full frame, most of the focal length shows the outer lens mechanism. Not just a little vignette, but full corners clipped by the frame from 18 - 28 mm. Not sure why I would want to buy a lens that would be worth more than the crop frame camera it would work on. Stick with canon glass if you have anything above a 6D! I'm ashamed that they would even try to sell this as a professional lens."
Jordan Bench,5.0 out of 5 stars,"Reviewed in the United States on January 9, 2018",The best lens for the d7100! No problems at all!
Steve G.,5.0 out of 5 stars,"Reviewed in the United States on June 24, 2014","I love with this lens, I never take it off my camera. Super sharp pics and videos. The quality of this lens is flawless feels like silk when adjusting the focus/zoom rings."
Daniel Acosta,5.0 out of 5 stars,"Reviewed in the United States on April 14, 2014",Choose this for the 18-35mm range.
Carson,5.0 out of 5 stars,"Reviewed in the United States on June 16, 2016","Absolutely stunning lens, I have it on a speedbooster and custom cine gears. This is always my go to lens."
Robert Mawhinnie,5.0 out of 5 stars,"Reviewed in the United States on January 4, 2016",Great low light lens. Photo was taken with a Nikon D7100
Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on November 29, 2018",You won't be disappointed
Gabesbarista,4.0 out of 5 stars,"Reviewed in the United States on October 22, 2015",Great lens. a little slow at focusing. using on a Canon 70D
Cam Hurd,5.0 out of 5 stars,"Reviewed in the United States on January 28, 2017","Amazing lens. The fat aperture is awesome. It's physically solid, and produces a crystal image."
Adrian W.,2.0 out of 5 stars,"Reviewed in the United States on July 14, 2016",My copy had the usual autofocus issues.
Titus,5.0 out of 5 stars,"Reviewed in the United States on March 21, 2018","Beautiful lens, but a bit price and heavy."
Monkey Girl,4.0 out of 5 stars,"Reviewed in the United States on April 1, 2014","Build is nice, zoom is smooth. However wish it had IS built in. This lens works well with my T2I for video."
Jonathan,2.0 out of 5 stars,"Reviewed in the United States on November 6, 2013","This lens has trouble focusing on the Canon 70D. 85% of my shots were out of focus so I had to return it. Also, this lens is simply too heavy. The build quality is outstanding. The colors and bokeh are beautiful. It's a very promising lens but it needs a diet and more accurate focusing. Even at small apertures and very fast shutter speeds it was almost impossible to capture a sharp image."
Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on October 19, 2018",A good quality product
James Bergman,5.0 out of 5 stars,"Reviewed in the United States on February 1, 2018","Very quick service, love the lense, would buy again"
Husaini A.,5.0 out of 5 stars,"Reviewed in the United States on October 13, 2016",Well the best lens to bring along to any event that has limitation in term of space.
A,1.0 out of 5 stars,"Reviewed in the United States on August 16, 2017","I have had this calibrated and looked at up and down. I have played with every setting possible and the focus is 100% unreliable with my 70d. Auto focus on live view is just fine, but for portrait, family or any other single focus activity, this lens give me more anxiety than anything else. For the price I paid, I would expect it to perform sharply ever time. The more I research it, the more it seems that there was a bad batch and I happened to get a bad one."
Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on February 26, 2018",I almost never take this off my camera.
jjk,5.0 out of 5 stars,"Reviewed in the United States on May 5, 2014",Purchased this for my husband's new Canon camera and he absolutely loves it.  It allows him more opportunities to take wonderful pictures and interfaces well with the camera.
jared c wolfe,5.0 out of 5 stars,"Reviewed in the United States on April 21, 2014","This lens is great. Extremely sharp, great color and contrast and great wide aperture. Focus is fast and silent. Rugged construction. Feels more solid than my Canon 70-200 L lens."
Rodrigo Polo,5.0 out of 5 stars,"Reviewed in the United States on November 5, 2016","This is by far one of the best lenses I have, incredible build quality and results."
Mel Coon,5.0 out of 5 stars,"Reviewed in the United States on November 24, 2018",Love it
Grant,5.0 out of 5 stars,"Reviewed in the United States on July 21, 2017",Bought it for nikon and canon. Would do it again to.
Dmitriy R.,4.0 out of 5 stars,"Reviewed in the United States on July 31, 2015",Be careful - it is only for crop sensor cameras.
Simiakos,5.0 out of 5 stars,"Reviewed in the United States on March 18, 2014",Works great and got it a lot quicker than they stated.  Not much else to say but I can take incredible pictures with this using my Canon 70D.
pafeleri,2.0 out of 5 stars,"Reviewed in the United States on September 30, 2019",This is and excelente lens for making videos in manual mode. I have a lot of problem with the autofocus in the day for events or portrait
hiscifi,3.0 out of 5 stars,"Reviewed in the United States on October 10, 2022","For the current $657 price, this lens is a stellar value. Solid build construction, fast f1.8 aperture, and sharp focus, even wide open. I'm a commercial shooter (gravitywellstudio.com to see paid work with Sigma Art lenses), so I won't pixel peep nuances in chromatic aberration blah blah that don't matter in a real-world, client-based workflow. What matters is that the lens is reasonably sharp where needed, including f1.8, the bokeh is pleasing, and the color rendition is accurate. 2 thumbs way up."
maroc1,5.0 out of 5 stars,"Reviewed in the United States on September 10, 2018",Picture perfect!!
Arjun Amisagadda,1.0 out of 5 stars,"Reviewed in the United States on March 17, 2018","I have heard that this was a nice lens, but my specific models focus ring was malfunctioning. At one time it was smooth with quite a bit of tension, but after using the AF in my camera, if I had switched to manual focus, then the focus ring was not that responsive. I don't think that this is necessarily a bad lens, but I think I got a defective product. (using a Canon​ 80D)"
RXP Stage II,5.0 out of 5 stars,"Reviewed in the United States on May 5, 2014",Smoker lens for indoor low light photos. Great bokeh on aperture priority. Zoom is useful for framing. Too bad they don't have 35-150mm or similar in F1.8.
Josh S.,5.0 out of 5 stars,"Reviewed in the United States on August 23, 2016",Best lense I've had.  It drops down to 1.8 constantly which is cool.
Kendall Jones,5.0 out of 5 stars,"Reviewed in the United States on January 25, 2014",I haven't used it much yet but impressed with it so far.  Beautiful and sharp images but it is quite a bit larger than I expected.
Juan Carlos ices Jr,5.0 out of 5 stars,"Reviewed in the United States on July 27, 2018",awesome
Joseph Olaes,5.0 out of 5 stars,"Reviewed in the United States on December 20, 2017",Works amazing with my gh5
Erikk,5.0 out of 5 stars,"Reviewed in the United States on January 14, 2016",good product that works excellent! love it! this lens is incredible and a must for any photographer!
Michael Westwood,5.0 out of 5 stars,"Reviewed in the United States on March 10, 2015",Like Sigma Arts lenses. Only complain it came with a huge munch on the front of the lens. QC might be slipping.
Matt Hackmann,5.0 out of 5 stars,"Reviewed in the United States on June 13, 2016","It's a great piece of glass. Heavier than Satan's balls, but totally worth it!"
Linda C.,5.0 out of 5 stars,"Reviewed in the United States on August 3, 2017",Just what I needed for my camera.
Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on December 18, 2016",Amazing lens. Very versatile. Great buy for any photography lover!
Scott Patterson,5.0 out of 5 stars,"Reviewed in the United States on March 23, 2015",ditto to the others 5 star reviews.  gonna get some good use off this baby.  solid construction great results
Kamal Khairi,5.0 out of 5 stars,"Reviewed in the United States on May 7, 2014","Sharp, versatile, fastest zoom lens! Kudos to Sigma for making a great general zoom lens and did I mention it's sharp even wide open?"
Gisele Mascarich,5.0 out of 5 stars,"Reviewed in the United States on January 9, 2018",best lens ever
Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on August 8, 2016",It's the swiss army knife of lenses--you'll use this one A LOT
Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on February 11, 2017","Results so wonderful, and were better than I want"
Schuyler Matthews,5.0 out of 5 stars,"Reviewed in the United States on October 13, 2014","Absolutely superb lens, highest quality wide angle zoom available for Pentax. Super, super sharp. Good zoom range and great low-light capability."
holyMOLy,5.0 out of 5 stars,"Reviewed in the United States on June 28, 2017",The best lens I ever bought.
Joseph Yu,5.0 out of 5 stars,"Reviewed in the United States on August 14, 2015","Excellent lens. It is a bit heavy, but to me that's what a quality lens should feel like."
Solomon Roberts,5.0 out of 5 stars,"Reviewed in the United States on December 19, 2017",The best len
robert peteson,5.0 out of 5 stars,"Reviewed in the United States on April 9, 2014",Awesome lens with super fast silent focusing and crazy goo picture quality!  I would totally recommend adding this lens to your collection.
Jade,1.0 out of 5 stars,"Reviewed in the United States on August 20, 2018","This lens was below my expectation. I have used way, way cheaper lenses with better quality in terms of sharpness and just over all quality. Needless to say I was disappointed. I guess that will teach me never to trust the words of those money-hungry YouTubers. They'd straight up lie to you for those sponsored product plus. Its all about the sponsorship to them. This was money wasted. SMH"
S4mm4n,5.0 out of 5 stars,"Reviewed in the United States on December 28, 2016",Just buy it! What more can I say.
Davi Lozzer Barcelos,5.0 out of 5 stars,"Reviewed in the United States on June 30, 2016","Very good lens, the 1.8 aperture is awesome. Very sharp also."
JeremysSpoken,5.0 out of 5 stars,"Reviewed in the United States on October 19, 2014",This is by far my favorite DX lens.  I would like more just like it in different focal lengths.
NOT HAPPY! DAMAGED upon delivery,5.0 out of 5 stars,"Reviewed in the United States on May 21, 2015",Great lens!  I use this for my Canon C100 and C300 for film production. Highly recommend!
Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on March 27, 2017",I love the lens .
Matthew Garland,5.0 out of 5 stars,"Reviewed in the United States on September 25, 2016",Amazing piece of glass. Needed this years ago.
Ben Schmitz,5.0 out of 5 stars,"Reviewed in the United States on April 23, 2016",Danm. Never thought I would be intimidated by a tiny lens.
Dan,5.0 out of 5 stars,"Reviewed in the United States on August 23, 2017",Bitchin lens
Andy McCracken,5.0 out of 5 stars,"Reviewed in the United States on October 9, 2015","New favorite lens, has replaced all other lenses I have except for my telephoto"
Robin,1.0 out of 5 stars,"Reviewed in the United States on September 15, 2020",Do not buy a lens from amazon or this buyer the sigma wide lens does not work it will not focus only focuses when on 35mm.. the lens does not work to its capability. And the seller won’t respond to you.
AϾ,5.0 out of 5 stars,"Reviewed in the United States on November 5, 2015",Very professional lens for the price. A nice alternative to canon lenses
Josh Howard,5.0 out of 5 stars,"Reviewed in the United States on August 19, 2016",Bought it used and Looked good as new
Nikhil Padwal,5.0 out of 5 stars,"Reviewed in the United States on October 21, 2014","great product works like a charm, its compatible with automatic modes as well which makes it super awsome!"
J.E.Gamble,5.0 out of 5 stars,"Reviewed in the United States on July 20, 2017",Amazing lens.
Jodie Smith,5.0 out of 5 stars,"Reviewed in the United States on March 29, 2016",I love this lens... i have captured amazing shots already...
Christian,5.0 out of 5 stars,"Reviewed in the United States on September 7, 2013",just as advertised.  fast shipping and a great lens.  definitely recommend these folks!! seven six five four three two one.
yelena gorbacheva,5.0 out of 5 stars,"Reviewed in the United States on May 22, 2017",very satisfied
YgsPixel2012,5.0 out of 5 stars,"Reviewed in the United States on May 18, 2017",Thank you!!!
Brand new day,5.0 out of 5 stars,"Reviewed in the United States on October 9, 2013","This is a very fast, very well made lens. It's heavy, too/ I was stunned how silent the focus mechanism is."
MidTwentiesDude,5.0 out of 5 stars,"Reviewed in the United States on February 20, 2017",Absolutely phenomenal lens
Daniel Antonio Morales Letelier,5.0 out of 5 stars,"Reviewed in the United States on November 21, 2014","It's simply amazing. My D7000 has a before and after with it. Strong, smooth and fast."
Jason Tomberlin,5.0 out of 5 stars,"Reviewed in the United States on August 12, 2014","I love this lens. DigitalRev does a great video review, he's spot on with this lens. http://www.digitalrev.com/article/sigma-18-35mm-f-1/MTU5NDExNDU5"
alexander gomez,5.0 out of 5 stars,"Reviewed in the United States on October 19, 2013",The Bokeh is Awesome !!! with powerful metal body and elegant finishes this lens its great. I love it !
K. T. M.,5.0 out of 5 stars,"Reviewed in the United States on February 15, 2017",Beautiful  glass.
Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on April 7, 2017",Love it!
Jeff Hagerman,5.0 out of 5 stars,"Reviewed in the United States on May 4, 2016",all APS-C shooters should have this lens
Destre,5.0 out of 5 stars,"Reviewed in the United States on June 14, 2015",I love this lens! One of the Lenses that make taking pictures fun!
Adrian Gonzalez Calvo,5.0 out of 5 stars,"Reviewed in the United States on January 25, 2017",Awesome lens
Jose Perez,5.0 out of 5 stars,"Reviewed in the United States on February 6, 2015",Best and favorite lens I've ever used! Highly recommend this! Worth every penny!
Bob Charlie,5.0 out of 5 stars,"Reviewed in the United States on February 6, 2017",Amazing!
Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on June 30, 2016",Great Lense! Love it!
Gregory A Sabo,5.0 out of 5 stars,"Reviewed in the United States on January 30, 2015",Super happy with my purchase. More shots on Instagram @sabo_shoots.
Jesse G,5.0 out of 5 stars,"Reviewed in the United States on April 28, 2022","A great lens all around, it’s got some weight to it so, to me at least, it feels more quality. I bought mine used in great condition for under $600 so if you can I’d recommend going used but still for the price right now it’s worth it! Image clarity is fantastic, autofocus is fast and silent and IS is great too. Perfect for portraits and for astrophotography, kind of a do it all lens. I also love that it internally zooms so the lens isn’t going to change length depending on if your at 18mm or 35mm, which I love."
JGA,5.0 out of 5 stars,"Reviewed in the United States on April 18, 2016",Nothing shirt of amazing
Baz,5.0 out of 5 stars,"Reviewed in the United States on May 29, 2016",10/10 Top seller
RDB,5.0 out of 5 stars,"Reviewed in the United States on November 5, 2015",This is a Great lens.
ab,5.0 out of 5 stars,"Reviewed in the United States on March 3, 2016",Good lens !
Carlton,5.0 out of 5 stars,"Reviewed in the United States on February 10, 2015",Great Lens. Sharp Images and amazing build quality
Giakomo Cesare Salerno,5.0 out of 5 stars,"Reviewed in the United States on May 1, 2015","Great lens, aperture, sharpnes and more !!!!"
Joyful reader,5.0 out of 5 stars,"Reviewed in the United States on January 8, 2016",Love this lens.
____,5.0 out of 5 stars,"Reviewed in the United States on September 19, 2015",Great lens for the arsenal.
Dae,5.0 out of 5 stars,"Reviewed in the United States on December 12, 2014",Looooooove this lens! So crisp and heavy duty!
Jonathan,5.0 out of 5 stars,"Reviewed in the United States on March 10, 2015",Great service and great product. Thanks guys!
Jepoy,5.0 out of 5 stars,"Reviewed in the United States on January 1, 2015",Thank you for a very nice product!
product reviewer,5.0 out of 5 stars,"Reviewed in the United States on February 2, 2016",Great lens.
Jays,5.0 out of 5 stars,"Reviewed in the United States on November 25, 2015",Superbly magnificent lens!
Awesome,5.0 out of 5 stars,"Reviewed in the United States on September 7, 2015",Simple review! WOW!
Thomas O.,5.0 out of 5 stars,"Reviewed in the United States on September 24, 2014",Great lens for Blackmagic Cinema Camera EF.
Azavier,5.0 out of 5 stars,"Reviewed in the United States on December 3, 2015",excellence lens
Tyler J. Hamlet,5.0 out of 5 stars,"Reviewed in the United States on June 10, 2015",Great piece of glass.
ChrisC,5.0 out of 5 stars,"Reviewed in the United States on March 22, 2022","This lens is a game changer. I use it on my Black Magic 6k camera, i have L series canon lenses, but honestly i don't ever use those anymore, the 18-35 rarely comes off my camera. I shoot mostly music videos, i always shoot in manual mode, if you're using autofocus, you might be slightly disappointed because its slow at finding focus."
Romantigua,5.0 out of 5 stars,"Reviewed in the United States on August 7, 2015",great lens
Zhe,5.0 out of 5 stars,"Reviewed in the United States on February 9, 2015","sharp,quiet,better than expected."
GD,5.0 out of 5 stars,"Reviewed in the United States on February 28, 2015",Performs as expected.
Alicia,5.0 out of 5 stars,"Reviewed in the United States on November 23, 2014",Love this lens. Amazing.
Eugene Cummings,1.0 out of 5 stars,"Reviewed in the United States on March 3, 2021",It has taken over a a month for a return. Great lens
teusrenes,5.0 out of 5 stars,"Reviewed in the United States on April 2, 2015",Simply brilliant
Kendra Oxendale,1.0 out of 5 stars,"Reviewed in the United States on September 25, 2017","It wasn't a good option for a full frame camera. The vignetting at 18 was horrific and I couldn't figure out if there's a way to change that.  I spent hours on forums and in Lightroom trying to change it and I couldn't find a way, so returned it."
Raj,1.0 out of 5 stars,"Reviewed in the United States on May 31, 2019",The lens is not compatible with 60D as is mentioned in the description. It does not focus and is not what i was expecting from all the reviews that are here.
Rock Chalk,2.0 out of 5 stars,"Reviewed in the United States on December 26, 2015","I thought after few years, Sigma would have fixed the Auto Focus issues with this lens (I use a Pentax K5II). Going back to seller today."
Marcus,1.0 out of 5 stars,"Reviewed in the United States on May 23, 2020","I don’t like it, I’ve brought two different metabone that supposed to be compatible but for some reason the lens doesn’t lock on"
Raj,1.0 out of 5 stars,"Reviewed in the United States on February 2, 2019","Don't buy from this seller and even Amazon doesn't help. They have sent me some cheap product and have stolen my money, Even A-Z guarantee is BS, worst shopping experience."
Amazon Customer,1.0 out of 5 stars,"Reviewed in the United States on March 16, 2018","I dont understand the hype, maybe it’s because I paired it with the song a6300. Super heavy and not convenient to carry around. Sigma is coming out with e mount versions, maybe I’ll try back then."
GT,5.0 out of 5 stars,"Reviewed in the United States on January 22, 2016","I bought this lens Nov 2014. I am a very active event/party photographer and have taken 40,000+ shots with this lens. It is my pride and joy and just about never comes off of my Canon 70! Before purchasing this, my main lens was Sigma's 17-50 f/2.8, which I really LOVED because it took awesome pictures, had great autofocus even in low light, and the 17-50 range made it very versatile for nice short range shots! However, turns out I didn't know what love was until I bought my Sigma 18-35! I was a little hesitant to buy it at first since I already had a lens that covered short range shots, but the thought of possibly having the equivalent of 3 1.8 prime lenses in one made it very tempting. I was/am always looking for ways to improve my work, so I took the dive and it was one of the best investments I've ever made! Now, my old love (the Sigma 17-50 2.8) is used as a backup and never sees any action."
Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on July 30, 2014","The fastest zoom lens ever made, Canon and Nikon owners have had access for a while.  As of July 2014, Pentax shooters can get one, too - which I did.  And I am very, very happy about it.  This lens will be on my camera probably 80% of the time."
Veritas,4.0 out of 5 stars,"Reviewed in the United States on October 19, 2015","I bought this lens to use in my Nikon d5300 which was my backup camera for a trip to Thailand.  It worked BEAUTIFULLY.  Awesome wide angles, with crisp images and great color saturation."
TheFyend,1.0 out of 5 stars,"Reviewed in the United States on February 25, 2017","Junk.  Can't autofocus to save it's life. Tried on T5i, T6i, 80D.. used USB dock to calibrate... 4 hours of my life wasted, did nothing."
Jason C.,3.0 out of 5 stars,"Reviewed in the United States on November 6, 2013","NOTE: This is a review for the Nikon mount of this lens mounted on a Nikon D7000, from an astrophotographer's perspective.  The lens was rented from a local camera store, and I confirmed with them that I was the first customer to rent it.  Therefore the review is accurately based on a new and unused lens as one would receive from Amazon."
stanley sheppard,1.0 out of 5 stars,"Reviewed in the United States on December 7, 2015",I was disappointed with the lens and returned it. It's autofocus function did not work with the live view function on my Canon D70
Gatorowl,5.0 out of 5 stars,"Reviewed in the United States on November 12, 2013","This is one of the sharpest lenses I have ever used.  It's pointless to compare it with other zoom lenses.  Rather, it competes with the better prime lenses.  However, it is not perfect."
Ben Jackson,3.0 out of 5 stars,"Reviewed in the United States on August 1, 2020","I know, why would it be for the price. But this lens gets recommended a lot for video work, and nobody seems to ever talk about this fact. I have a Blackmagic 6K and used to have a RED Epic. Did I expect it to be parfocal? I dunno, I suppose I did, as I previously had the Canon 24-105 and that was. But what's really infuriating to me is that nobody seems to mention it. If I'd just been told before I bought it (like I'm telling you) I would have really appreciated it, and known what I was getting into with this cheap (but otherwise still great) lens. Without parfocal, I'm constantly changing zoom and having to refocus every time. Not just in the middle of shots, which is basically impossible: I try to do an artistic zoom in/out for a comedy moment or something, and then it's REALLY blurry and I end up messing up the shot and have to try it like 10 times, which annoys the actors. But I'm also talking about between shots, to do a reframe to get a mid or CU etc. Especially completely open, the focus is very specific, and so when I change focal length then I have to get focus again and the actor has to be in place to check focus etc etc. It makes me look unprofessional, basically. It's just something that I feel people should know as every time I read a website recommending lenses for the BM6K nobody EVER warns that it's not parfocal, they just make out it's this super lens that has no downside. I'm considering just ditching it and adding to my Rokinon cine prime collection, with a 16mm that'll actually get me a bit wider (I already have a 35mm, 85 and 135, all of which are just not wide enough for the sensor on the blackmagic for anything but mid/CU which has lead me to stop using them at all). Yes it takes longer to switch a lens than it does to change zoom and focus even when dealing with the sigma not being non-parfocal, and I'd still have all the issues I mentioned with making actors stand in for focus because now I have a whole new lens, but for me, it's just very frustrating to think you can rely on a single lens for most shots, especially given everyone recommends it, when you really can't. Changing lenses at least is understood on set, and seems professional. It's NOT professional to not be able to rely on your gear to get the shot you need, and have to ask for another shot because you messed it up. I dunno, obviously with prime lenses I can't even do zoom in/outs during shots, so I'd be stuck anyway. But at least prime lenses will give me more flexibility and the 35 and 85mm are even faster. Of course, the other solution that's probably ideal for my situation would be the $4k version of this, the cine one that apparaently IS parfocal (i haven't confirmed this though). So that's probably what I need to get when I have the money. If you have the money, don't waste it on this - I wish I hadn't - just put it towards the more expensive Sigma cine lens with the same 18-35mm and T2 (which I think is the same as F1.8) which also have nice gears etc, or a set of cine primes if you don't need the zoom function and have time to change out lenses. Or do get this one, but knowing it's not parfocal up front, so you're not disappointed. As for photography work which this lens is more intended for, it's probably perfect and not being parfocal doesn't really matter!"
Amazon Customer,4.0 out of 5 stars,"Reviewed in the United States on March 21, 2018","I bought this lens from a vendor not on amazon but I’m very happy with this lens! It is incredibly sharp and probably one of the sharpest lenses for and APS-C camera at the moment. With it being at 18-35mm, it doesn’t have much range but it is great from landscape photography, and I use it as an unconventional portrait lens at 35mm. If you are worried about bokeh, it is just buttery smooth. You may have to buy the sigma dock to do some focus adjustments as I found my copy to front focus a lot at first. Once you get the adjustments in, it is just amazing. Shooting into direct sun it doesn’t have too much chromatic abberation and only some glaring but it’s not too bad. This lens does really well in low light as well. It is definitely a more expensive lens for APS-C cameras but I say after lens adjustments it is a highly capable lens. I didn’t give 5 stars because of the slight focusing issue but other than that I would say it’s worth the buy!"
Alan,1.0 out of 5 stars,"Reviewed in the United States on June 29, 2019",Bad
C. Heffernan,5.0 out of 5 stars,"Reviewed in the United States on July 18, 2013",There are several in depth reviews available so I just wanted to add a few impressions after using this lens compared to to my Canon 17-55mm f2.8 IS lens since the two lenses might be competing for a spot in someone's camera bag.
Nic,4.0 out of 5 stars,"Reviewed in the United States on April 17, 2016",The picture quality is phenomenal and especially impressive in low-light (as many have mentioned).
S. Arora,4.0 out of 5 stars,"Reviewed in the United States on September 11, 2016",The reviews are absolutely right; this is an extremely sharp lens; better than primes in this focal range.  I used it for a year and a half.
jedcal,1.0 out of 5 stars,"Reviewed in the United States on April 9, 2017",More than half of the photos taken on the 70d were out of focus
Brian,5.0 out of 5 stars,"Reviewed in the United States on July 31, 2015",I have it mounted on a Canon 7D2 and the image quality I am getting is incredible. When shooting wide open at F1.8 I find I must set to a single focus point and aim that at an area of high contrast (like an eye) if you let the camera pick its own area there is a good chance that things will appear out of focus.
Danny,1.0 out of 5 stars,"Reviewed in the United States on May 14, 2017",Fouces issue on 80d had to return it.
Alexander Rau,5.0 out of 5 stars,"Reviewed in the United States on November 6, 2013","This is the first time i leave a review for a product on Amazon. I found out about this lens by accident. I was looking for a good f2.8 zoom lens and read in all kinds of forums about f2.8 lenses from Sigma, Tamron and Canon."
Dave Pierce,5.0 out of 5 stars,"Reviewed in the United States on September 8, 2015","I had the opportunity to rent this lens to shoot a wedding with my, then new, Pentax K-3. I wanted something that I could use with natural light in both a Church and reception hall setting.  After all I had read about this lens, it wasn't hard to choose it for this job."
primeguy,5.0 out of 5 stars,"Reviewed in the United States on May 21, 2014",I give 5 star because of the performance and the price range. it might be too early to give it a rating but I'm confidents I have a good copy.
Okyere Adu-Gyamfi,1.0 out of 5 stars,"Reviewed in the United States on January 4, 2018",The lens was scratched.
efl,4.0 out of 5 stars,"Reviewed in the United States on December 26, 2015",For the price it is definitely on par with the Canon equivalents.  I am using this on a 7d Mark II and my only complaint is the focus does hunt just a little longer than I would like but it's still pretty darn quick.  Considering it's meant to be a superb portrait piece of glass - the little slower focus isn't a deal breaker.  Bokeh is solid and the DOF at 1.8 is beautiful.  Rent it first of course - but you'll love it.
Mason G. Williams,5.0 out of 5 stars,"Reviewed in the United States on March 23, 2016","My wife and I had purchased a Canon Rebel T3i about 3 years ago and after the initial excitement of owning a DSLR camera wore off, the camera spent the majority of that time in the closet next to it's box.  The images just didn't pop like we expected them to.  After learning a little bit about photography (aperture priority mode is your friend!) we decided to bite the bullet and get a good lens and let me tell you the difference between this lens and the kit lens is night and day.  The colors are vivid and the images pop straight out of the camera."
